"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 04 10:02:32 CST 2023","Sat Feb 04 10:02:34 CST 2023","2091","testcases.test_single","test_api_login","TestUserLogin","","","测试数据:username = tome, password = 111111","单接口-该接口使用tom 的数据进行登录"
